,expr,index,best_mse_loss,best_scaled_mse_loss
124,(i0 - i1),124,9.923450124915688e-05,4.978222023055423e-06
125,-i1,125,9.925229824148118e-05,1.11697954707779e-05
126,-i0,126,9.805891022551803e-05,1.122070989367785e-05
127,i1,127,9.76909723249264e-05,1.2405497727741022e-05
128,(i0 - i1),128,9.960858733393252e-05,5.862715624971315e-06
129,-i0,129,9.896414849208668e-05,1.1924185855605174e-05
130,i0,130,9.982988558476792e-05,1.1630355402303394e-05
131,(i0 + i1),131,9.896366100292651e-05,5.254639745544409e-06
132,i0,132,9.781575499800964e-05,1.086001702788053e-05
133,(i0 + i1),133,9.968254016712308e-05,5.322659035300603e-06
134,(i0 + i1),134,9.84168000286445e-05,6.230887720448664e-06
135,-i0,135,9.942609176505356e-05,1.029956911224872e-05
136,(i1 - i0),136,9.625334496377036e-05,5.324533503880957e-06
137,i1,137,9.881341247819364e-05,1.1287868801446166e-05
138,(i0 - i1),138,9.955420682672413e-05,6.534406111313729e-06
139,(i1 - i0),139,9.85923907137476e-05,6.425364972528769e-06
140,(i0 + i1),140,9.9451033747755e-05,5.726048584620003e-06
141,(i1 - i0),141,9.960280294762924e-05,5.474902081914479e-06
142,(i0 - i1),142,9.936882997862996e-05,6.516376288345782e-06
143,(i1 - i0),143,9.792729542823508e-05,5.8357027228339575e-06
144,(i0 + i1),144,9.982308256439865e-05,6.237952675292036e-06
145,-i0,145,9.906965715344997e-05,1.0527171070862096e-05
146,(i0 + i1),146,9.926115308189765e-05,5.574244369199732e-06
147,-(i0 + i1),147,9.636342292651534e-05,4.977654043614166e-06
148,(i1 - i0),148,9.936929563991724e-05,5.555988991545746e-06
149,-(i0 + i1),149,9.999561734730378e-05,6.217343980097212e-06
150,-(i0 + i1),150,9.981696348404512e-05,5.394890195020707e-06
151,(i0 - i1),151,9.879356366582216e-05,4.97195151183405e-06
152,i1,152,9.859022247837856e-05,1.1638573596428614e-05
153,-i0,153,9.850332571659236e-05,1.1588900633796584e-05
154,(i0 + i1),154,9.9561017123051e-05,5.927677648287499e-06
155,i1,155,9.850427886703984e-05,1.20183849503519e-05
156,-(i0 + i1),156,9.599201439414172e-05,6.033110821590526e-06
157,i1,157,9.799272083910182e-05,1.1042288861062843e-05
158,-(i0 + i1),158,9.949116792995484e-05,7.44992485124385e-06
159,i1,159,9.984159260056912e-05,1.2434114069037603e-05
160,-(i0 + i1),160,9.726562711875886e-05,5.691332262358628e-06
161,(i0 + i1),161,9.731223690323532e-05,5.739326297771186e-06
162,(i1 - i0),162,9.983857307815924e-05,6.927643880771939e-06
163,(i0 - i1),163,9.936367132468148e-05,5.960472208244028e-06
164,i0,164,9.35451389523223e-05,9.036191841005348e-06
165,-i1,165,9.97868410195224e-05,1.050492937793024e-05
166,i1,166,9.778250387171283e-05,1.0914618542301469e-05
167,(i1 - i0),167,9.303144179284573e-05,5.891693035664503e-06
168,(i1 - i0),168,9.98422474367544e-05,6.13658812653739e-06
169,i0,169,9.853870142251252e-05,1.1345814527885524e-05
170,-i0,170,9.961210889741778e-05,1.1976593668805435e-05
171,(i0 + i1),171,9.92915011011064e-05,5.488262104336172e-06
172,-i1,172,9.96337621472776e-05,1.358345616608858e-05
173,-i0,173,9.821078856475653e-05,1.1626700143096969e-05
174,(i1 - i0),174,9.876916010398418e-05,5.913633231102722e-06
175,(i1 - i0),175,9.851227514445782e-05,5.225932454777649e-06
176,-i1,176,9.982594929169863e-05,1.0172043403144926e-05
177,-i0,177,9.779247920960188e-05,1.0074176316265948e-05
178,-i1,178,9.9847573437728e-05,9.929137377184816e-06
179,-i0,179,9.95221926132217e-05,1.0331661542295478e-05
180,-i1,180,9.994395077228546e-05,1.2284186595934443e-05
181,-i0,181,9.867809421848506e-05,1.021061780193122e-05
182,i0,182,9.927571227308364e-05,1.1802370863733811e-05
183,-(i0 + i1),183,9.840531856752932e-05,6.324565219983924e-06
184,i1,184,9.96723902062513e-05,1.1774412087106612e-05
185,-(i0 + i1),185,9.983406926039606e-05,6.119355475675548e-06
186,-i0,186,9.931235399562864e-05,1.020197851175908e-05
187,-i0,187,9.746900468599053e-05,1.2140016224293504e-05
188,i0,188,9.98391187749803e-05,1.2865040844189934e-05
189,-i0,189,9.992662671720608e-05,1.2304736628721002e-05
190,-i0,190,9.782153210835531e-05,1.1088326573371887e-05
191,(i0 - i1),191,9.986201621359214e-05,5.140923349244986e-06
192,(i0 + i1),192,9.951051470125094e-05,5.49021024198737e-06
193,-i0,193,9.984833741327748e-05,1.160229294328019e-05
194,-i0,194,9.85442820820026e-05,1.1189876204298344e-05
195,(i0 + i1),195,9.884394239634275e-05,5.038412837166106e-06
196,(i0 + i1),196,9.942704491550104e-05,5.707867785531562e-06
197,(i0 + i1),197,9.857684199232608e-05,5.597843482973985e-06
198,-(i0 + i1),198,9.971273539122194e-05,5.096698259876575e-06
199,i0,199,9.994575520977378e-05,1.1736176020349376e-05
200,-i1,200,9.917622082866728e-05,1.232579325005645e-05
201,-(i0 + i1),201,9.990819671656936e-05,5.493495336850174e-06
202,-(i0 + i1),202,9.965566277969629e-05,5.661657723976532e-06
203,-i0,203,9.840343409450723e-05,1.207365858135745e-05
204,-(i0 + i1),204,9.939781739376484e-05,4.812395673070569e-06
205,-(i0 + i1),205,9.989859245251864e-05,6.008074251440121e-06
206,-i0,206,9.923962352331728e-05,1.0749474313342944e-05
207,-i0,207,9.902763849822804e-05,1.0343264875700696e-05
208,(i1 - i0),208,9.877843694994226e-05,5.847170541528612e-06
209,(i0 + i1),209,9.970908286049962e-05,7.003350219747517e-06
210,(i0 + i1),210,9.975137072615324e-05,4.8045217226899695e-06
211,(i1 - i0),211,9.882502490654588e-05,6.322028184513329e-06
212,i0,212,9.880575817078352e-05,1.102044461731566e-05
213,i0,213,9.982282062992454e-05,1.026806694426341e-05
214,i1,214,9.82560741249472e-05,1.052598236128688e-05
215,i1,215,9.912502719089387e-05,1.0454550647409633e-05
216,-(i0 + i1),216,9.790429612621664e-05,5.055137535237009e-06
217,i1,217,9.926991333486512e-05,1.3042221326031722e-05
218,-i1,218,9.96015005512163e-05,1.2607660210051108e-05
219,-i0,219,9.896516712615266e-05,1.0230700354441067e-05
220,i1,220,9.929998486768454e-05,1.1742017704818863e-05
221,(i0 - i1),221,9.9627097370103e-05,6.223825494089397e-06
222,-i0,222,9.930053784046322e-05,1.0853358617168851e-05
223,-(i0 + i1),223,9.906510240398347e-05,5.300141765474109e-06
224,-i1,224,9.843554289545864e-05,1.1787279618147297e-05
225,-i0,225,9.992408013204113e-05,1.2521532880782615e-05
226,(i1 - i0),226,9.847663022810592e-05,5.232442617852939e-06
227,-i0,227,9.940523887053132e-05,1.322824118688004e-05
228,(i0 + i1),228,9.871813381323592e-05,5.329220584826544e-06
229,-i1,229,9.642852819524704e-05,1.0538125025050247e-05
230,i1,230,9.981619950849564e-05,9.81841549219098e-06
231,-(i0 + i1),231,9.916354611050338e-05,4.8066963245219085e-06
232,-i1,232,9.542400948703288e-05,1.1491023542475888e-05
233,-(i0 + i1),233,9.876721014734358e-05,5.422578396974132e-06
234,(i0 - i1),234,9.976648289011791e-05,4.588634055835428e-06
235,i1,235,9.986170334741472e-05,1.2177674761915114e-05
236,-i1,236,9.991073602577671e-05,1.159941439254908e-05
237,-i1,237,9.96404851321131e-05,1.0660095540515613e-05
238,-i1,238,9.944032353814693e-05,1.1310143236187288e-05
239,i1,239,9.278846846427768e-05,8.903998605092056e-06
240,-i0,240,9.863796003628522e-05,1.0116665180248674e-05
241,(i1 - i0),241,9.907317871693522e-05,6.237053639779333e-06
242,i1,242,9.87764069577679e-05,1.0206402293988504e-05
243,-i1,243,9.91856213659048e-05,1.1029897905245887e-05
244,(i0 + i1),244,9.894515096675605e-05,6.577252406714251e-06
245,(i0 + i1),245,9.918388241203502e-05,4.442784756975016e-06
246,i0,246,9.940438030753283e-05,1.0652945093170274e-05
247,(i1 - i0),247,9.9910881544929e-05,6.898194897075882e-06
248,i0,248,9.988501551561058e-05,9.825338565860877e-06
249,(i0 - i1),249,9.968599624698982e-05,5.105656782689039e-06
250,i1,250,9.945181955117732e-05,1.2732722098007798e-05
251,-i0,251,9.969744132831691e-05,1.1937108865822664e-05
252,-i0,252,9.797322854865342e-05,1.1433016879891513e-05
253,-i1,253,9.93494686554186e-05,1.218550551129738e-05
254,(i0 - i1),254,9.553802374284714e-05,5.030867669120198e-06
255,i1,255,9.937773575074972e-05,1.106693071051268e-05
256,(i1 - i0),256,9.871271322481334e-05,5.637030881189276e-06
257,-i1,257,9.3929105787538e-05,1.0156694770557806e-05
258,-i0,258,9.71217014011927e-05,1.0086288057209458e-05
259,(i0 + i1),259,9.816070087254047e-05,5.309650987328496e-06
260,(i1 - i0),260,9.969945676857606e-05,4.935856850352138e-06
261,i0,261,9.852979565039276e-05,1.0866810043808073e-05
262,-i0,262,9.994713764172047e-05,1.2452118426153902e-05
263,(i1 - i0),263,9.922510798787698e-05,6.295608272921527e-06
264,i0,264,9.741066605784e-05,1.0523883247515188e-05
265,-(i0 + i1),265,9.988607052946465e-05,5.294980383041548e-06
266,(i0 + i1),266,9.947019862011076e-05,5.3633593779522926e-06
267,-(i0 + i1),267,9.941181633621454e-05,5.316966053214856e-06
268,-i1,268,9.949484228855e-05,1.0857136658160016e-05
269,-i0,269,9.993249841500074e-05,1.05941699075629e-05
270,-(i0 + i1),270,9.885449253488332e-05,4.962921593687497e-06
271,(i1 - i0),271,9.883201710181312e-05,4.733218247565674e-06
272,-(i0 + i1),272,9.9758522992488e-05,6.171493168949382e-06
273,-i0,273,9.88901374512352e-05,1.0829587154148612e-05
274,-(i0 + i1),274,9.986805525841191e-05,5.627733116853051e-06
275,(i1 - i0),275,9.867803601082414e-05,5.780894753115717e-06
276,i0,276,9.947464423021302e-05,1.0999509868270252e-05
277,(i1 - i0),277,9.992806008085608e-05,5.083651558379643e-06
278,(i0 + i1),278,9.894510731101036e-05,5.202350621402729e-06
279,(i1 - i0),279,9.764287096913904e-05,4.98219606015482e-06
280,-(i0 + i1),280,9.999984467867762e-05,5.86266651225742e-06
281,-i0,281,9.919142030412333e-05,1.1408742466301192e-05
282,(i1 - i0),282,9.982201299862936e-05,5.944199983787257e-06
283,(i0 - i1),283,9.834927914198488e-05,5.817507826577639e-06
284,i0,284,9.895424591377378e-05,1.0738984201452697e-05
285,-i0,285,9.733241313369943e-05,9.783200766833032e-06
286,-(i0 + i1),286,9.928624785970896e-05,6.469673735409742e-06
287,i1,287,9.923244942910968e-05,1.1155140782648232e-05
288,i0,288,9.707859862828629e-05,1.2371115190035198e-05
289,i0,289,9.995747677749024e-05,1.1787018593167886e-05
290,i0,290,9.954808774637058e-05,1.0423193998576608e-05
291,(i0 + i1),291,9.915846021613106e-05,5.894095011171885e-06
292,(i0 + i1),292,9.592169226380064e-05,5.507019977812888e-06
293,(i1 - i0),293,9.9336844868958e-05,6.20422588326619e-06
294,(i1 - i0),294,9.938987932400778e-05,5.853073162143119e-06
295,(i0 + i1),295,9.393325308337808e-05,5.19688774147653e-06
296,-(i0 + i1),296,9.874220995698124e-05,6.741117431374732e-06
297,(i0 - i1),297,9.941340249497443e-05,6.066582045605173e-06
298,-(i0 + i1),298,9.947690705303104e-05,5.583461188507499e-06
299,-i0,299,9.862280421657488e-05,9.291656169807538e-06
300,(i1 - i0),300,9.930365195032208e-05,6.026037681294838e-06
301,-(i0 + i1),301,9.932957618730144e-05,6.061315161787206e-06
302,-i1,302,9.951271931640804e-05,1.1399131835787555e-05
303,-i0,303,9.969972597900778e-05,1.1461062968010085e-05
304,-i1,304,9.653221059124915e-05,1.0672296411939897e-05
305,-i1,305,9.845077147474512e-05,9.633367881178856e-06
306,i0,306,9.87878374871798e-05,1.058301222656155e-05
307,-i1,307,9.844344458542764e-05,1.09925058495719e-05
308,-i0,308,9.96366870822385e-05,1.27939738376881e-05
309,i1,309,9.978959860745816e-05,1.0854475476662628e-05
310,-i0,310,9.857770783128216e-05,1.1337641808495391e-05
311,i0,311,9.827822213992476e-05,1.3186937394493723e-05
312,i0,312,9.976330329664052e-05,1.135403635998955e-05
313,i1,313,9.905744809657337e-05,1.16941746455268e-05
314,i0,314,9.961810428649188e-05,1.240037727257004e-05
315,-i0,315,9.826917084865272e-05,1.0711007234931458e-05
316,-i0,316,9.851224604062736e-05,1.1194882972631603e-05
317,-i1,317,9.964716446120292e-05,1.190079638035968e-05
318,(i0 - i1),318,9.988495003199203e-05,5.735936611017678e-06
319,i1,319,9.997042070608586e-05,1.0195367394771893e-05
320,-(i0 + i1),320,9.925870836013928e-05,5.150792276253924e-06
321,(i0 - i1),321,9.922211756929757e-05,6.0351835600158665e-06
322,-i0,322,9.973536361940204e-05,1.203733427246334e-05
323,i0,323,9.9018587206956e-05,1.0069125892187005e-05
324,(i0 + i1),324,9.992055129259823e-05,5.165237780602183e-06
325,(i0 + i1),325,9.959101589629428e-05,5.300714292388875e-06
326,(i1 - i0),326,9.948970546247438e-05,5.75246122025419e-06
327,-(i0 + i1),327,9.762780973687768e-05,5.739245807490079e-06
328,-(i0 + i1),328,9.980953473132104e-05,5.9419198805699125e-06
329,i1,329,9.945440979208796e-05,1.0038133950729389e-05
330,i1,330,9.897832933347672e-05,1.0760339137050323e-05
331,(i1 - i0),331,9.956094436347485e-05,5.53478912479477e-06
332,(i1 - i0),332,9.94986476143822e-05,5.042901193519356e-06
333,-i1,333,9.589998080627991e-05,1.003156830847729e-05
334,(i0 - i1),334,9.936737478710712e-05,6.6163556766696274e-06
335,i1,335,9.788185707293452e-05,1.064304706233088e-05
336,-(i0 + i1),336,9.976782894227654e-05,5.340401003195439e-06
337,(i0 + i1),337,9.987677913159132e-05,4.902860837319167e-06
338,(i0 - i1),338,9.950551611837e-05,5.379415597417392e-06
339,i1,339,9.94960719253868e-05,1.2713748219539411e-05
340,(i0 - i1),340,9.98969335341826e-05,6.363677130138967e-06
341,(i0 - i1),341,9.731855971040204e-05,5.9420517573016696e-06
342,-(i0 + i1),342,9.998340829042718e-05,5.541638984141173e-06
343,-i0,343,9.93264839053154e-05,1.1355612514307722e-05
344,i1,344,9.96314047370106e-05,1.1323218132019974e-05
345,-i1,345,9.880721336230636e-05,9.807548849494196e-06
346,i1,346,9.977127047022805e-05,1.1162033842992967e-05
347,i1,347,9.797314123716204e-05,1.0441726772114636e-05
348,-(i0 + i1),348,9.994202991947532e-05,5.74359137317515e-06
349,(i0 + i1),349,9.7152849775739e-05,5.035042704548687e-06
350,i1,350,9.934585250448436e-05,1.1245100722589996e-05
351,(i0 - i1),351,9.991518163587898e-05,6.079576451156754e-06
352,(i1 - i0),352,9.965682693291456e-05,5.951427738182247e-06
353,-(i0 + i1),353,9.720600792206824e-05,5.622098797175568e-06
354,-i1,354,9.993020648835228e-05,1.100125336961355e-05
355,i0,355,9.715963096823545e-05,1.1553956937859766e-05
356,(i0 - i1),356,9.846160537563264e-05,6.555409981956473e-06
357,(i0 - i1),357,9.867658809525892e-05,5.359232090995647e-06
358,-i1,358,9.959039016393945e-05,9.899393262458034e-06
359,(i1 - i0),359,9.832208888838068e-05,5.491999672813108e-06
360,(i1 - i0),360,9.923690231516956e-05,5.385335043683881e-06
361,(i0 + i1),361,9.950252569979055e-05,5.355179382604547e-06
362,-i1,362,9.978746675187722e-05,1.0799175470310727e-05
363,i0,363,9.918912837747484e-05,1.1826205081888476e-05
364,(i0 - i1),364,9.892006346490234e-05,5.425691142590949e-06
365,i1,365,9.96386370388791e-05,1.163872548204381e-05
366,(i0 + i1),366,9.966614015866072e-05,5.7118663789879065e-06
367,i0,367,9.962708281818776e-05,1.228405108122388e-05
368,(i0 - i1),368,9.949685772880912e-05,6.04977458351641e-06
369,i1,369,9.790045442059636e-05,1.1388599887141028e-05
370,(i0 - i1),370,9.811684140004218e-05,6.983938419580227e-06
371,(i1 - i0),371,9.971253894036636e-05,6.6083689489460085e-06
372,-(i0 + i1),372,9.965396020561455e-05,5.455239261209499e-06
373,(i0 - i1),373,9.9557641078718e-05,5.813125881104497e-06
374,-i0,374,9.934614354278892e-05,1.1425812772358768e-05
375,(i0 + i1),375,9.784398571355268e-05,5.541682639886858e-06
376,(i0 + i1),376,9.867858898360282e-05,5.981854428682709e-06
377,-(i0 + i1),377,9.982487972592936e-05,5.569334462052211e-06
378,(i0 - i1),378,9.992477134801447e-05,4.863807589572389e-06
379,(i0 - i1),379,9.869050700217484e-05,5.646886165777687e-06
380,-(i0 + i1),380,9.952190885087477e-05,5.264583251118893e-06
381,-(i0 + i1),381,9.881383448373526e-05,6.076117642805912e-06
382,-(i0 + i1),382,9.719132503960282e-05,6.253968422242906e-06
383,(i1 - i0),383,9.97837123577483e-05,5.950315426161978e-06
384,-i0,384,9.943624172592536e-05,1.03887678051251e-05
385,-(i0 + i1),385,9.976665751310064e-05,6.037436833139509e-06
386,-i1,386,9.776341903489084e-05,1.1032687325496228e-05
387,(i1 - i0),387,9.928476356435568e-05,4.951510163664352e-06
388,-i0,388,9.92793866316788e-05,1.1095985428255515e-05
389,-(i0 + i1),389,9.99883413896896e-05,5.45804596185917e-06
390,-i0,390,9.867904736893252e-05,1.014532426779624e-05
391,-i0,391,9.911263623507692e-05,1.0570242011453956e-05
392,(i0 - i1),392,9.99416661215946e-05,7.192230896180263e-06
393,-(i0 + i1),393,9.90583430393599e-05,5.243152827461017e-06
394,i1,394,9.894970571622252e-05,1.0484089216333814e-05
395,-(i0 + i1),395,9.909967047860846e-05,5.908082584937802e-06
396,(i1 - i0),396,9.943587065208705e-05,4.892602646577871e-06
397,(i1 - i0),397,9.910355583997445e-05,4.997551513952203e-06
398,(i0 - i1),398,9.873427188722415e-05,5.71994269193965e-06
399,-i0,399,9.974486602004616e-05,1.0319275133952033e-05
400,-i0,400,9.78538882918656e-05,1.1044157872674988e-05
401,-i0,401,9.94899237412028e-05,1.03971296994132e-05
402,-(i0 + i1),402,9.73981514107436e-05,4.8185684136115015e-06
403,-i1,403,9.790793410502374e-05,1.0864462637982795e-05
404,(i0 + i1),404,9.944182966137304e-05,6.459184533014195e-06
405,-i0,405,9.811804920900612e-05,1.139388587034773e-05
406,(i0 - i1),406,9.906195919029416e-05,5.1407441787887365e-06
407,i1,407,9.965647041099146e-05,1.107362095353892e-05
408,i1,408,9.969341044779868e-05,1.0772617315524258e-05
409,-i1,409,9.851044160313904e-05,9.578368917573243e-06
410,(i1 - i0),410,9.890066576190291e-05,5.529165264306357e-06
411,(i0 - i1),411,9.716857312014326e-05,5.156998213351471e-06
412,-i0,412,9.773984493222088e-05,1.0463650141900873e-05
413,(i1 - i0),413,9.810964547796176e-05,4.871978489973117e-06
414,-i0,414,9.698071517050266e-05,1.12441794044571e-05
415,-i1,415,9.95042937574908e-05,1.1199930668226443e-05
416,(i0 + i1),416,9.979856258723883e-05,5.744620011682855e-06
417,-(i0 + i1),417,9.936605056282132e-05,6.008038326399401e-06
418,-i0,418,9.799550753086804e-05,1.1295102012809366e-05
419,(i0 - i1),419,9.981855691876262e-05,5.33925776835531e-06
420,i0,420,9.934110858011992e-05,1.322591651842231e-05
421,-i1,421,9.992794366553426e-05,1.0608966476866044e-05
422,-(i0 + i1),422,9.850464994087817e-05,5.158807653060649e-06
423,-i1,423,9.9249642516952e-05,1.0545567420194857e-05
424,-i0,424,9.93874346022494e-05,1.2083255569450556e-05
425,(i1 - i0),425,9.722354297991842e-05,5.975060958007816e-06
426,(i1 - i0),426,9.965136996470392e-05,6.558400855283253e-06
427,(i0 + i1),427,9.65695653576404e-05,5.473836154124001e-06
428,i0,428,9.801126725506036e-05,1.0646672308212146e-05
429,(i0 - i1),429,9.984274220187216e-05,6.064526587579167e-06
430,-i0,430,9.682142263045534e-05,1.0048883268609645e-05
