train/loss,epoch,step,valid/loss
,67,203,23.166433334350586
22.059911727905273,68,206,
,68,206,22.95806121826172
21.14264488220215,69,209,
,69,209,20.842029571533203
16.889984130859375,70,212,
,70,212,19.626258850097656
19.384279251098633,71,215,
,71,215,18.114681243896484
17.211217880249023,72,218,
,72,218,17.26753807067871
11.170816421508789,73,221,
,73,221,16.820758819580078
16.003398895263672,74,224,
,74,224,14.334720611572266
11.3287935256958,75,227,
,75,227,13.063066482543945
14.810566902160645,76,230,
,76,230,12.017702102661133
12.80116081237793,77,233,
,77,233,11.213898658752441
12.36811637878418,78,236,
,78,236,10.676984786987305
9.434139251708984,79,239,
,79,239,9.88593864440918
10.736591339111328,80,242,
,80,242,8.797040939331055
7.963518142700195,81,245,
,81,245,7.81018590927124
9.39047622680664,82,248,
,82,248,6.966636657714844
7.177416801452637,83,251,
,83,251,7.776998043060303
9.727212905883789,84,254,
,84,254,6.971892356872559
11.33277416229248,85,257,
,85,257,7.063534736633301
4.748856544494629,86,260,
,86,260,6.377806663513184
5.921551704406738,87,263,
,87,263,6.105771541595459
4.206643104553223,88,266,
,88,266,6.045690536499023
5.973329544067383,89,269,
,89,269,5.6294450759887695
4.232574462890625,90,272,
,90,272,5.93657922744751
7.177233695983887,91,275,
,91,275,5.585929870605469
7.3123040199279785,92,278,
,92,278,5.809296607971191
5.6158037185668945,93,281,
,93,281,5.527004718780518
4.992837905883789,94,284,
,94,284,5.996460437774658
3.70460844039917,95,287,
,95,287,5.6894121170043945
3.0737228393554688,96,290,
,96,290,5.608731746673584
2.567237377166748,97,293,
,97,293,5.71337890625
3.9153504371643066,98,296,
,98,296,5.602108001708984
6.534020900726318,99,299,
,99,299,5.87662410736084
7.79715633392334,100,302,
,100,302,5.415028095245361
5.081357479095459,101,305,
,101,305,5.633731365203857
6.162272930145264,102,308,
,102,308,5.95203161239624
5.523387432098389,103,311,
,103,311,5.777236461639404
6.9497480392456055,104,314,
,104,314,5.585956573486328
5.412867069244385,105,317,
,105,317,5.081453800201416
6.26177453994751,106,320,
,106,320,5.3721604347229
6.015390872955322,107,323,
,107,323,4.847897052764893
4.363324165344238,108,326,
,108,326,4.804129600524902
4.157731533050537,109,329,
,109,329,4.92257833480835
4.527589797973633,110,332,
,110,332,5.193498134613037
5.146602630615234,111,335,
,111,335,5.284204483032227
6.38634729385376,112,338,
,112,338,5.032992839813232
5.709036827087402,113,341,
,113,341,5.068367004394531
2.8227896690368652,114,344,
,114,344,4.967367172241211
4.330365180969238,115,347,
,115,347,4.949347019195557
6.218657493591309,116,350,
,116,350,4.9292378425598145
3.830533742904663,117,353,
,117,353,4.976700782775879
6.020688533782959,118,356,
,118,356,5.136274814605713
3.528362512588501,119,359,
,119,359,5.129380702972412
2.4450154304504395,120,362,
,120,362,4.98964262008667
7.655881404876709,121,365,
,121,365,5.124748706817627
5.720573425292969,122,368,
,122,368,5.225157737731934
3.740501880645752,123,371,
,123,371,5.0214972496032715
3.9069976806640625,124,374,
,124,374,5.33004093170166
2.8475451469421387,125,377,
,125,377,5.18389368057251
4.464540958404541,126,380,
,126,380,5.180360317230225
3.6050491333007812,127,383,
,127,383,4.82898473739624
4.315237522125244,128,386,
,128,386,5.205833435058594
3.6560792922973633,129,389,
,129,389,4.963968276977539
3.9648120403289795,130,392,
,130,392,5.410378932952881
3.323479652404785,131,395,
,131,395,5.041866779327393
3.052823305130005,132,398,
,132,398,6.037997245788574
3.5909059047698975,133,401,
,133,401,5.432951927185059
3.9726953506469727,134,404,
,134,404,5.961658000946045
3.365438938140869,135,407,
,135,407,5.656150817871094
3.5235793590545654,136,410,
,136,410,5.398467063903809
2.6720588207244873,137,413,
,137,413,5.379594326019287
2.8474061489105225,138,416,
,138,416,5.467499732971191
2.838379383087158,139,419,
,139,419,6.120067596435547
3.7492380142211914,140,422,
,140,422,5.8498125076293945
7.477163314819336,141,425,
,141,425,5.993710994720459
4.209260940551758,142,428,
,142,428,5.923644542694092
5.137077808380127,143,431,
,143,431,5.509786605834961
3.6132402420043945,144,434,
,144,434,5.60457181930542
4.535261154174805,145,437,
,145,437,5.6800713539123535
3.708150863647461,146,440,
,146,440,5.535995006561279
8.200948715209961,147,443,
,147,443,5.750061988830566
7.846395969390869,148,446,
,148,446,6.07972526550293
8.739335060119629,149,449,
,149,449,5.861599445343018
3.680478096008301,150,452,
,150,452,5.308228015899658
6.6904144287109375,151,455,
,151,455,5.035331726074219
2.9278602600097656,152,458,
,152,458,5.167276859283447
3.3361072540283203,153,461,
,153,461,4.9092278480529785
4.339960098266602,154,464,
,154,464,4.911803722381592
4.725533962249756,155,467,
,155,467,4.7535176277160645
2.010831594467163,156,470,
,156,470,4.846119403839111
5.912845134735107,157,473,
,157,473,4.805042266845703
3.89115309715271,158,476,
,158,476,4.760295867919922
2.358445882797241,159,479,
,159,479,4.7106499671936035
4.294210910797119,160,482,
,160,482,4.755190849304199
4.251371383666992,161,485,
,161,485,5.076303482055664
6.489133358001709,162,488,
,162,488,4.979790210723877
5.878011703491211,163,491,
,163,491,5.361340522766113
4.15286922454834,164,494,
,164,494,4.688100814819336
7.610610008239746,165,497,
,165,497,4.596012592315674
6.044367790222168,166,500,
,166,500,4.927004337310791
5.439731597900391,167,503,
,167,503,4.810570240020752
9.69637680053711,168,506,
,168,506,4.7686076164245605
7.591157913208008,169,509,
,169,509,4.985984802246094
4.729423522949219,170,512,
,170,512,5.823982238769531
5.036087989807129,171,515,
,171,515,6.163591384887695
5.401914596557617,172,518,
,172,518,5.198055267333984
4.44385290145874,173,521,
,173,521,5.187615871429443
3.227576494216919,174,524,
,174,524,5.3955078125
2.9685404300689697,175,527,
,175,527,5.582443714141846
3.751661777496338,176,530,
,176,530,5.433065891265869
5.632072448730469,177,533,
,177,533,5.3688063621521
5.419145107269287,178,536,
,178,536,5.140356540679932
4.84002161026001,179,539,
,179,539,5.33505392074585
3.2443344593048096,180,542,
,180,542,5.435302734375
5.915426254272461,181,545,
,181,545,5.011839866638184
5.361663341522217,182,548,
,182,548,4.777775764465332
4.400565147399902,183,551,
,183,551,4.8142571449279785
2.487692356109619,184,554,
,184,554,5.105883598327637
7.4604644775390625,185,557,
,185,557,4.901965618133545
4.9150543212890625,186,560,
,186,560,4.680305480957031
3.7460951805114746,187,563,
,187,563,4.5377702713012695
5.005839824676514,188,566,
,188,566,4.580514430999756
3.528686761856079,189,569,
,189,569,4.340649604797363
4.693389415740967,190,572,
,190,572,4.402870178222656
3.127918243408203,191,575,
,191,575,4.742362022399902
4.708619594573975,192,578,
,192,578,4.971400737762451
2.851276159286499,193,581,
,193,581,5.01433801651001
2.6467905044555664,194,584,
,194,584,4.945933818817139
4.275497913360596,195,587,
,195,587,4.7584052085876465
4.8012919425964355,196,590,
,196,590,4.737115859985352
4.181060791015625,197,593,
,197,593,4.698269367218018
4.1886444091796875,198,596,
,198,596,4.875463962554932
1.6067917346954346,199,599,
,199,599,4.938678741455078
2.52663254737854,200,602,
,200,602,5.056919574737549
4.438803672790527,201,605,
,201,605,4.6592302322387695
2.467799663543701,202,608,
,202,608,4.265468120574951
3.1560094356536865,203,611,
,203,611,4.515467643737793
1.9591326713562012,204,614,
,204,614,4.918910503387451
3.7618985176086426,205,617,
,205,617,4.634090423583984
3.557088851928711,206,620,
,206,620,4.43342399597168
2.7591795921325684,207,623,
,207,623,4.469330310821533
1.9077750444412231,208,626,
,208,626,4.608136177062988
1.9426651000976562,209,629,
,209,629,4.57988166809082
3.9980530738830566,210,632,
,210,632,4.2862162590026855
2.902482748031616,211,635,
,211,635,4.337918281555176
3.919410467147827,212,638,
,212,638,4.574786186218262
4.8170623779296875,213,641,
,213,641,4.180294990539551
5.23723840713501,214,644,
,214,644,4.0396728515625
4.844096660614014,215,647,
,215,647,3.7753849029541016
3.261395215988159,216,650,
,216,650,4.043161869049072
2.6236989498138428,217,653,
,217,653,4.101521015167236
4.444180488586426,218,656,
,218,656,3.927952289581299
2.274567127227783,219,659,
,219,659,4.152833938598633
2.9956142902374268,220,662,
,220,662,3.871424674987793
8.6040678024292,221,665,
,221,665,4.061633110046387
4.333552360534668,222,668,
,222,668,3.375943899154663
4.472288131713867,223,671,
,223,671,3.5410897731781006
3.741360664367676,224,674,
,224,674,3.5329504013061523
1.9951444864273071,225,677,
,225,677,3.436133623123169
3.540316104888916,226,680,
,226,680,3.2967255115509033
3.0628347396850586,227,683,
,227,683,3.448965072631836
4.670799255371094,228,686,
,228,686,3.573578357696533
3.419501781463623,229,689,
,229,689,3.5979464054107666
7.199331283569336,230,692,
,230,692,3.502659559249878
4.570930004119873,231,695,
,231,695,3.648294687271118
2.9210755825042725,232,698,
,232,698,3.5289459228515625
2.3398613929748535,233,701,
,233,701,3.3133840560913086
2.7524797916412354,234,704,
,234,704,3.5125105381011963
2.4916813373565674,235,707,
,235,707,3.372101306915283
2.3649377822875977,236,710,
,236,710,3.4827017784118652
5.466493606567383,237,713,
,237,713,3.267639398574829
4.714868068695068,238,716,
,238,716,3.1509509086608887
2.5723085403442383,239,719,
,239,719,3.0722570419311523
2.1391165256500244,240,722,
,240,722,3.2641549110412598
2.855142593383789,241,725,
,241,725,3.5371358394622803
6.616752624511719,242,728,
,242,728,3.639738082885742
2.2540171146392822,243,731,
,243,731,3.3785858154296875
2.8378617763519287,244,734,
,244,734,3.266922950744629
3.4186935424804688,245,737,
,245,737,3.272918701171875
3.5406978130340576,246,740,
,246,740,3.1937594413757324
3.0559120178222656,247,743,
,247,743,3.6894381046295166
2.7579991817474365,248,746,
,248,746,3.3480823040008545
2.3784916400909424,249,749,
,249,749,3.1975882053375244
2.2133238315582275,250,752,
,250,752,3.3102798461914062
3.5478358268737793,251,755,
,251,755,3.214107036590576
1.9836502075195312,252,758,
,252,758,3.159130573272705
3.6089870929718018,253,761,
,253,761,3.1608903408050537
3.9995715618133545,254,764,
,254,764,2.8046212196350098
1.990818738937378,255,767,
,255,767,2.734269142150879
1.5527184009552002,256,770,
,256,770,2.7372915744781494
1.9967695474624634,257,773,
,257,773,2.7597556114196777
2.136826753616333,258,776,
,258,776,2.7487497329711914
2.174995183944702,259,779,
,259,779,2.73988676071167
2.510984182357788,260,782,
,260,782,2.7516980171203613
1.3396055698394775,261,785,
,261,785,2.8553152084350586
1.9097129106521606,262,788,
,262,788,3.2184343338012695
2.3844828605651855,263,791,
,263,791,2.9566829204559326
2.1836910247802734,264,794,
,264,794,2.7818470001220703
1.7035350799560547,265,797,
,265,797,2.691516876220703
1.9674628973007202,266,800,
,266,800,2.8141772747039795
2.939954996109009,267,803,
,267,803,3.0155508518218994
1.7292490005493164,268,806,
,268,806,2.9601175785064697
2.5587401390075684,269,809,
,269,809,2.772697687149048
3.082249164581299,270,812,
,270,812,2.685807704925537
1.5615321397781372,271,815,
,271,815,2.592120885848999
5.764753818511963,272,818,
,272,818,2.6019041538238525
2.915170192718506,273,821,
,273,821,2.4169366359710693
2.915850877761841,274,824,
,274,824,2.4899275302886963
1.925685167312622,275,827,
,275,827,2.567749500274658
2.3297789096832275,276,830,
,276,830,2.610396146774292
2.4607932567596436,277,833,
,277,833,2.631495714187622
2.134694814682007,278,836,
,278,836,2.4415149688720703
3.7399072647094727,279,839,
,279,839,2.2922611236572266
1.6501736640930176,280,842,
,280,842,2.4632017612457275
2.335834503173828,281,845,
,281,845,3.390942096710205
2.5428855419158936,282,848,
,282,848,2.9817752838134766
1.8704326152801514,283,851,
,283,851,2.614849328994751
1.7608380317687988,284,854,
,284,854,2.7718071937561035
2.0849361419677734,285,857,
,285,857,2.770561456680298
1.9569001197814941,286,860,
,286,860,2.4185073375701904
1.525558352470398,287,863,
,287,863,3.022566556930542
2.0988845825195312,288,866,
,288,866,2.9186978340148926
1.2341196537017822,289,869,
,289,869,2.9662978649139404
4.175963878631592,290,872,
,290,872,3.109581232070923
5.027412414550781,291,875,
,291,875,2.3411202430725098
2.832223653793335,292,878,
,292,878,2.2078428268432617
2.864671230316162,293,881,
,293,881,2.5395352840423584
1.9928419589996338,294,884,
,294,884,2.428622245788574
1.548574447631836,295,887,
,295,887,2.449575901031494
2.3578314781188965,296,890,
,296,890,2.5392799377441406
3.598435640335083,297,893,
,297,893,2.1583144664764404
4.214223384857178,298,896,
,298,896,2.3334012031555176
3.224301815032959,299,899,
,299,899,3.6604442596435547
2.2971079349517822,300,902,
,300,902,2.440843105316162
1.3137812614440918,301,905,
,301,905,2.637371063232422
1.8588205575942993,302,908,
,302,908,2.585383176803589
1.8564893007278442,303,911,
,303,911,2.7868218421936035
1.5977213382720947,304,914,
,304,914,2.4985201358795166
1.2624002695083618,305,917,
,305,917,2.8398311138153076
1.6741182804107666,306,920,
,306,920,2.678513526916504
1.0793006420135498,307,923,
,307,923,2.916658639907837
2.3666272163391113,308,926,
,308,926,2.553856372833252
1.3251267671585083,309,929,
,309,929,3.056411027908325
1.6375420093536377,310,932,
,310,932,2.624223232269287
1.200762152671814,311,935,
,311,935,2.4625117778778076
1.3743367195129395,312,938,
,312,938,2.3071699142456055
1.1384153366088867,313,941,
,313,941,2.3140578269958496
1.537147879600525,314,944,
,314,944,2.157728910446167
1.1582030057907104,315,947,
,315,947,2.380023241043091
1.2909313440322876,316,950,
,316,950,2.1032562255859375
1.4361140727996826,317,953,
,317,953,2.3885293006896973
1.961517333984375,318,956,
,318,956,1.9683890342712402
1.2886213064193726,319,959,
,319,959,2.1819775104522705
3.2398319244384766,320,962,
,320,962,2.311937093734741
1.936523675918579,321,965,
,321,965,2.5162649154663086
3.2735846042633057,322,968,
,322,968,2.24983549118042
1.6888316869735718,323,971,
,323,971,2.163745164871216
1.1989128589630127,324,974,
,324,974,2.476951837539673
3.550783157348633,325,977,
,325,977,2.503004789352417
1.4403703212738037,326,980,
,326,980,2.382305145263672
1.6028145551681519,327,983,
,327,983,2.3150997161865234
1.0466346740722656,328,986,
,328,986,2.406733512878418
1.4445350170135498,329,989,
,329,989,2.289522171020508
2.210803270339966,330,992,
,330,992,2.0594258308410645
2.067570209503174,331,995,
,331,995,2.3016116619110107
1.2629661560058594,332,998,
,332,998,2.218191385269165
1.3989465236663818,333,1001,
,333,1001,2.0972752571105957
2.3104898929595947,334,1004,
,334,1004,2.0846054553985596
2.2909727096557617,335,1007,
,335,1007,2.47299861907959
3.863030195236206,336,1010,
,336,1010,2.250676393508911
0.6645493507385254,337,1013,
,337,1013,2.130281686782837
1.3962584733963013,338,1016,
,338,1016,2.0828404426574707
2.9687142372131348,339,1019,
,339,1019,2.5109384059906006
5.400110721588135,340,1022,
,340,1022,2.203204870223999
1.8113969564437866,341,1025,
,341,1025,1.9530194997787476
3.042104482650757,342,1028,
,342,1028,2.6227188110351562
2.685175895690918,343,1031,
,343,1031,2.047807216644287
2.7934374809265137,344,1034,
,344,1034,2.219404458999634
3.1408023834228516,345,1037,
,345,1037,2.257551670074463
2.755331039428711,346,1040,
,346,1040,2.052755355834961
3.3929500579833984,347,1043,
,347,1043,2.0477471351623535
1.5051242113113403,348,1046,
,348,1046,2.6561756134033203
2.7534635066986084,349,1049,
,349,1049,1.8351227045059204
1.5030330419540405,350,1052,
,350,1052,1.8785666227340698
0.9517779350280762,351,1055,
,351,1055,1.9934695959091187
0.8771339654922485,352,1058,
,352,1058,1.84438955783844
3.6728873252868652,353,1061,
,353,1061,1.977361798286438
2.8504638671875,354,1064,
,354,1064,2.1142711639404297
1.3076221942901611,355,1067,
,355,1067,1.8230630159378052
0.9296222925186157,356,1070,
,356,1070,1.9089300632476807
2.9772095680236816,357,1073,
,357,1073,1.8589006662368774
0.9824321269989014,358,1076,
,358,1076,1.9372411966323853
1.287069320678711,359,1079,
,359,1079,1.8294570446014404
5.987969398498535,360,1082,
,360,1082,1.9756360054016113
2.106706142425537,361,1085,
,361,1085,2.0060646533966064
2.2258200645446777,362,1088,
,362,1088,1.959879755973816
2.399381637573242,363,1091,
,363,1091,2.1205544471740723
2.001979351043701,364,1094,
,364,1094,1.9285014867782593
1.1073540449142456,365,1097,
,365,1097,2.1968839168548584
3.990718126296997,366,1100,
,366,1100,1.7353562116622925
1.3655927181243896,367,1103,
,367,1103,1.7356880903244019
1.4286037683486938,368,1106,
,368,1106,2.022034168243408
1.546603798866272,369,1109,
,369,1109,1.8031293153762817
4.081454277038574,370,1112,
,370,1112,1.9796239137649536
1.3193658590316772,371,1115,
,371,1115,2.8650240898132324
2.344170570373535,372,1118,
,372,1118,3.552720785140991
3.3276925086975098,373,1121,
,373,1121,1.976323127746582
1.905795931816101,374,1124,
,374,1124,2.8325772285461426
2.244560718536377,375,1127,
,375,1127,2.709367513656616
2.4887399673461914,376,1130,
,376,1130,2.3994946479797363
1.9854767322540283,377,1133,
,377,1133,1.7914955615997314
1.7484898567199707,378,1136,
,378,1136,2.204408884048462
1.1530473232269287,379,1139,
,379,1139,2.6969637870788574
1.226428747177124,380,1142,
,380,1142,2.4563887119293213
1.5164167881011963,381,1145,
,381,1145,2.228027820587158
1.8200597763061523,382,1148,
,382,1148,2.2006850242614746
2.2568376064300537,383,1151,
,383,1151,2.327253818511963
1.0237340927124023,384,1154,
,384,1154,2.3991312980651855
1.4459571838378906,385,1157,
,385,1157,2.326533555984497
1.874577283859253,386,1160,
,386,1160,2.3148694038391113
1.8583705425262451,387,1163,
,387,1163,1.9949166774749756
1.18458092212677,388,1166,
,388,1166,2.18762469291687
1.4048569202423096,389,1169,
,389,1169,1.9366214275360107
2.921172618865967,390,1172,
,390,1172,2.0975375175476074
1.829842209815979,391,1175,
,391,1175,2.4075937271118164
1.630068302154541,392,1178,
,392,1178,2.110105037689209
1.9699662923812866,393,1181,
,393,1181,1.9370474815368652
1.3957892656326294,394,1184,
,394,1184,2.7763283252716064
1.7197924852371216,395,1187,
,395,1187,2.1999447345733643
1.1811388731002808,396,1190,
,396,1190,1.9284354448318481
1.6922096014022827,397,1193,
,397,1193,3.1490259170532227
1.6417750120162964,398,1196,
,398,1196,2.0776805877685547
1.7824153900146484,399,1199,
,399,1199,1.9792888164520264
2.5050036907196045,400,1202,
,400,1202,2.337120532989502
1.5645196437835693,401,1205,
,401,1205,2.643442392349243
1.8627291917800903,402,1208,
,402,1208,2.488281011581421
2.497424602508545,403,1211,
,403,1211,1.996407151222229
1.5917391777038574,404,1214,
,404,1214,1.957899570465088
1.1992344856262207,405,1217,
,405,1217,2.331331729888916
1.6899173259735107,406,1220,
,406,1220,2.064100742340088
1.9543886184692383,407,1223,
,407,1223,1.9361056089401245
1.2466710805892944,408,1226,
,408,1226,1.8641276359558105
1.6961925029754639,409,1229,
,409,1229,1.8385170698165894
1.1187076568603516,410,1232,
,410,1232,1.8283236026763916
1.1845495700836182,411,1235,
,411,1235,1.8013670444488525
1.1554559469223022,412,1238,
,412,1238,1.8994176387786865
1.6656430959701538,413,1241,
,413,1241,1.8470485210418701
3.2261769771575928,414,1244,
,414,1244,1.6892393827438354
2.8403801918029785,415,1247,
,415,1247,1.7360122203826904
1.5236808061599731,416,1250,
,416,1250,2.001779794692993
1.7609955072402954,417,1253,
,417,1253,1.9171249866485596
2.701122522354126,418,1256,
,418,1256,1.9187029600143433
1.6625463962554932,419,1259,
,419,1259,1.7519599199295044
1.0408767461776733,420,1262,
,420,1262,1.868021845817566
1.8088958263397217,421,1265,
,421,1265,1.905651330947876
1.1477733850479126,422,1268,
,422,1268,1.9321292638778687
0.8982475399971008,423,1271,
,423,1271,1.8218114376068115
0.8599008321762085,424,1274,
,424,1274,1.8884488344192505
1.5906636714935303,425,1277,
,425,1277,1.7719393968582153
0.9033527374267578,426,1280,
,426,1280,1.877424716949463
0.9653924703598022,427,1283,
,427,1283,2.0359997749328613
1.638285517692566,428,1286,
,428,1286,1.9377474784851074
1.0719770193099976,429,1289,
,429,1289,1.8593562841415405
1.4446076154708862,430,1292,
,430,1292,1.7234574556350708
1.237443447113037,431,1295,
,431,1295,1.7444772720336914
0.8783341646194458,432,1298,
,432,1298,2.0203166007995605
1.2093398571014404,433,1301,
,433,1301,1.9249242544174194
0.7149665951728821,434,1304,
,434,1304,1.8458857536315918
1.1370041370391846,435,1307,
,435,1307,1.7363663911819458
0.8224489688873291,436,1310,
,436,1310,1.7318768501281738
0.7932963371276855,437,1313,
,437,1313,1.7768951654434204
1.1545213460922241,438,1316,
,438,1316,1.8066147565841675
1.6526927947998047,439,1319,
,439,1319,1.7900482416152954
2.405888319015503,440,1322,
,440,1322,1.8754388093948364
1.7286531925201416,441,1325,
,441,1325,2.3833563327789307
1.3868904113769531,442,1328,
,442,1328,2.0145230293273926
2.4704501628875732,443,1331,
,443,1331,1.8113179206848145
0.9978818297386169,444,1334,
,444,1334,1.9105677604675293
1.3722138404846191,445,1337,
,445,1337,1.8736791610717773
1.6992096900939941,446,1340,
,446,1340,1.7377644777297974
0.8496858477592468,447,1343,
,447,1343,2.197028875350952
1.1039750576019287,448,1346,
,448,1346,2.031003475189209
1.6068902015686035,449,1349,
,449,1349,1.8965851068496704
0.8356569409370422,450,1352,
,450,1352,2.2619094848632812
1.2839362621307373,451,1355,
,451,1355,1.794374704360962
2.390820264816284,452,1358,
,452,1358,1.9209625720977783
1.4862605333328247,453,1361,
,453,1361,2.3531529903411865
1.4418976306915283,454,1364,
,454,1364,1.7011407613754272
1.665444254875183,455,1367,
,455,1367,1.7197617292404175
1.6130149364471436,456,1370,
,456,1370,1.932976484298706
1.1177048683166504,457,1373,
,457,1373,1.7479811906814575
0.9005140662193298,458,1376,
,458,1376,1.8164631128311157
1.1409063339233398,459,1379,
,459,1379,1.8324650526046753
0.7232942581176758,460,1382,
,460,1382,1.6166192293167114
2.262685537338257,461,1385,
,461,1385,1.592086672782898
1.6866408586502075,462,1388,
,462,1388,1.4701948165893555
2.2098593711853027,463,1391,
,463,1391,1.5138379335403442
0.9590075612068176,464,1394,
,464,1394,1.6054821014404297
1.7599130868911743,465,1397,
,465,1397,1.6859322786331177
1.1833429336547852,466,1400,
,466,1400,1.5249816179275513
1.4563952684402466,467,1403,
,467,1403,1.6443846225738525
0.9842855334281921,468,1406,
,468,1406,2.0248656272888184
1.6091585159301758,469,1409,
,469,1409,1.7836488485336304
1.765006184577942,470,1412,
,470,1412,1.6052261590957642
2.240621328353882,471,1415,
,471,1415,1.581972599029541
1.8747923374176025,472,1418,
,472,1418,1.839259147644043
1.4728444814682007,473,1421,
,473,1421,1.9256008863449097
2.051591157913208,474,1424,
,474,1424,1.7636427879333496
1.331475853919983,475,1427,
,475,1427,1.8079055547714233
1.7773600816726685,476,1430,
,476,1430,1.93645179271698
1.0932902097702026,477,1433,
,477,1433,1.7532576322555542
1.3720382452011108,478,1436,
,478,1436,1.7608728408813477
1.009276270866394,479,1439,
,479,1439,2.125998020172119
2.0319337844848633,480,1442,
,480,1442,1.8093945980072021
2.6269800662994385,481,1445,
,481,1445,1.6958646774291992
3.1301259994506836,482,1448,
,482,1448,1.8303658962249756
1.6266578435897827,483,1451,
,483,1451,1.682421088218689
1.261332392692566,484,1454,
,484,1454,1.6047613620758057
2.384178638458252,485,1457,
,485,1457,1.8492239713668823
1.567897915840149,486,1460,
,486,1460,1.6158307790756226
1.5036495923995972,487,1463,
,487,1463,1.6778229475021362
2.0667057037353516,488,1466,
,488,1466,1.4230599403381348
1.4549338817596436,489,1469,
,489,1469,1.440024971961975
1.6851184368133545,490,1472,
,490,1472,1.833970069885254
1.6601955890655518,491,1475,
,491,1475,1.7949753999710083
2.4897353649139404,492,1478,
,492,1478,1.7424513101577759
1.945681095123291,493,1481,
,493,1481,1.7284111976623535
1.4245870113372803,494,1484,
,494,1484,1.8398351669311523
1.6698329448699951,495,1487,
,495,1487,1.8090201616287231
1.2733255624771118,496,1490,
,496,1490,2.1202616691589355
1.021784782409668,497,1493,
,497,1493,2.1002602577209473
1.8460074663162231,498,1496,
,498,1496,2.124612808227539
1.2791837453842163,499,1499,
,499,1499,2.1981589794158936
2.4980955123901367,500,1502,
,500,1502,2.0531227588653564
2.0669612884521484,501,1505,
,501,1505,1.7974483966827393
1.4519325494766235,502,1508,
,502,1508,1.713134527206421
1.8988277912139893,503,1511,
,503,1511,1.5531306266784668
1.2228574752807617,504,1514,
,504,1514,1.4853216409683228
1.7163996696472168,505,1517,
,505,1517,1.6685090065002441
1.7712812423706055,506,1520,
